Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Лавренева, 23;Ткаченко И.И.;14;ключ в квартире №7;37.795735 48.042089;
Киевский; «СЕЗ Киевского района   г. Донецка»;пр-т  Партизанский, 56;Фирсов М.Ю.;243;ключ в квартире №8;37.788665 48.057635;
Киевский; «СЕЗ Киевского района   г. Донецка»;пр-т. Киевский, 13;Фирсов М.Ю.;243;ключ в квартире №10, №5, №6, №8;37.77997 48.044366;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Кутузова, 25;Ткаченко И.И.;40;ключ в квартире №1, №4;37.811123 48.036059;
Киевский;Городской специализированный дом ребёнка           г. Донецка МЗ ДНР;ул. Засядько, 10 а;Хлопонина О.А. 306-45-80;19;ключ у зав. хозяйством;37.588539 47.819904;
Киевский; «СЕЗ Киевского района   г. Донецка»;пр-т  Засядько, 6;Крятова Е.В.;66;ключ в квартире №1;37.780149 48.054979;
Киевский;"ООО ""АРК-96"" (АДС   т. 311-04-37, м.т. 071 311 04 36)  (отв. за ГО Ласкавый Дмитрий Игоревич м.т. 071 356 0864)   ";ул. Артема, 132;"Директор ООО""АРК-96"" Фирсова Наталья Леонидовна м.т. 071-305-28-94";47;ключ в квартире №16;37.787013 48.03198;
Киевский;"ЖЭК-1 ООО ДПЦ ""Магистр""";ул. Артема, 169;Филиндаш С.Н.;90;ключ в квартире №1;37.784722 48.034956;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Чапаева. 10;Крятова Е.В.;100;ключ в квартире №305, №306;37.820852 48.961809;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Университетская, 109;Шарапова З.Д.;96;ключ в квартире №9;37.781524 48.036173;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Собинова, 133;Фирсов М.Ю.;88;ключ в квартире №1;37.782413 48.052991;
Киевский;МОУ «Школа № 54 г. Донецка»;ул. Артема, 155;Павлова Р. П. 311-37-80, 071-385-18-38;130;ключ у дежурного;37.797361 48.025984;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Левицкого, 17;Шарапова З.Д.;15;ключ в квартире №8;37.794289 48.029587;
Киевский;"ООО ""АРК-96""";ул. Артема, 195 а;Фирсова Н.Л.;50;ключ в квартире №16, №31;37.76831 48.040824;
Киевский;"ЖЭК-1 ООО ДПЦ ""Магистр""";пр-т  Киевский, 5 б;Филиндаш С.Н.;104;ключ в квартире №48;37.781524 48.041824;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Буслаева, 23;Крятова Е.В.;52;ключ в квартире №36, №40;37.77749 48.06191;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Лавренева, 29;Ткаченко И.И.;13;свободный доступ;37.79578 48.0433;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Звягильского, 55;Ткаченко И.И.;40;ключ в квартире № 6;37.807818 48.034269;
Киевский;ГОУ ВПО «Донецкий институт железнодорожного транспорта»;ул. Горная, 6;Дрыгин Н.Ф. (071) 311 55 87;50;ключ у дежурного;37.747792 48.040511;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Артема, 196 а;Масницкий А.Т.;466;ключ в квартире №14, №18;37.752409 48.036872;
Киевский; «СЕЗ Киевского района   г. Донецка»;пр-т  Киевский, 38;Жураковская Е.Г.;20;свободный доступ;37.777239 48.04951;
Киевский; «СЕЗ Киевского района   г. Донецка»;пр-т  Мира, 4;Шарапова З.Д.;15;ключ в квартире №26;37.560691 47.093341;
Киевский;Донецкая специальная общеобразовательная школа-интернат №19;пр-т Партизанский, 14 а;Семенченко О.Н. (071) 453-19-74;35;ключ у дежурного;37.798295 48.057147;
Киевский;ГПОУ «Донецкий техникум ресторанного сервиса и торговли»;ул. Аристова, 7;Кузнецова И.А. (071) 431-35-06;90;ключ у дежурного;37.778901 48.056828;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Листопрокатчиков, 19;Крятова Елена Васильевна м.т. 071 303 42 16 т. 258-82-09;220;ключ в квартире №7, №75, №73;37.784794 48.063109;
Киевский;ГОУ ВПО «Донецкий национальный университет»;ул. Челюскинцев, 186;Колодий В.А. 36-18 (внутр. АТС);700;ключ у дежурного;37.807027 48.013647;
Киевский;ПОУПК «Донецкий экономико-правовой кооперативный техникум им. Н.П. Баллина»;ул. Щорса, 77 а;Валюх Н.Г. (071) 333-04-40;520;ключ у дежурного;37.788405 48.025436;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Лавренева, 27;Ткаченко И.И.;20;ключ в квартире №1;37.795753 48.042902;
Киевский; «СЕЗ Киевского района   г. Донецка»;пр-т  Киевский, 32;Фирсов М.Ю.;154;ключ в квартире №6;37.778631 48.045595;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Левицкого, 11;Участок №9 по пр. Россини, 3 Шарапова Зинаида Дмитриевна м.т. 071 303 41 13 т. 314-53-61;10;ключ в квартире №6, №7;37.795807 48.028105;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Бахчисарайская, 3;Ткаченко И.И.;53;ключ в квартире №3;37.799463 48.041456;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Павла Поповича, 17;Ткаченко И.И.;7;ключ в квартире №1;37.796229 48.043402;
Киевский;ГУ «Институт проблем искусственного интеллекта»;ул. Артёма, 118 б;Зелёный В.А. (071) 356-96-95;60;ключ у дежурного;37.788477 48.029618;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Океанская, 4;Жураковская Е.Г.;80;ключ в квартире №6;37.773313 48.061621;
Киевский;ГПОУ «Донецкое горно-электромеханическое училище им. А.Ф. Засядько»;пр-т  Киевский, 57;Ульяничев В.В. (071)323 24 41;150;ключ у дежурного;37.778524 48.053275;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Листопрокатчиков, 15;Крятова Е.В.;455;ключ в квартире №51;37.782925 48.062495;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Артема, 102 б;Шарапова Зинаида Дмитриевна м.т. 071 303 41 13, т. 314-53-61;205;ключ в квартире №4, №5, №47;37.799966 48.019132;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Куйбышева, 268;Масницкий А.Т.;180;ключ в квартире;37.750316 48.03795;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Ионина, 15;Ткаченко И.И. участок №4 по ул. Политбойцов, 2 Жураковская Елена Григорьевна м.т. 071 314 58 21, т. 258-24-86;30;ключ в квартире №16;37.811321 48.032847;
Киевский; «СЕЗ Киевского района   г. Донецка»;пр-т  Киевский, 34;Фирсов М.Ю.;196;ключ в квартире №10;37.778568 48.046004;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Листопрокатчиков, 17;Крятова Е.В.;300;ключ в квартире №35, №64;37.782162 48.062735;
Киевский;МОУ «Школа № 43 г. Донецка»;пер.Засядько,56;Левшина О. В. 258-01-13, 258-01-13;60;ключ у дежурного;37.795834 48.056214;
Киевский; «СЕЗ Киевского района   г. Донецка»;пр-т. Киевский, 17;Фирсов М.Ю.;251;ключ в квартире №4, №14;37.779745 48.045619;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Кутузова, 21;Ткаченко И.И.;30;ключ в квартире №23;37.810027 48.036287;
Киевский; «СЕЗ Киевского района   г. Донецка»;пр-т  Киевский, 63;Крятова Е.В.;172;ключ в квартире №18, №22, №21;37.777922 48.056135;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Дворжака, 4;Фирсов М.Ю.;50;ключ в квартире №21;37.786752 48.056876;
Киевский;"ЖЭК-1 ООО ДПЦ ""Магистр"" (АДС Артема, 167 т. 381-85-05,т. 381-85-77)";ул. Артема, 165;"Директор ЖЭК-1 ООО ДПЦ ""Магистр"" Филиндаш Сергей Николаевич м.т. 071 453 55 02 т. 381-81-77";35;ключ в квартире №10, №74;37.78686 48.033721;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Левицкого, 15;Шарапова З.Д.;28;ключ в квартире №8;37.795421 48.028774;
Киевский; «СЕЗ Киевского района   г. Донецка»;пр-т  Партизанский, 50;Фирсов М.Ю.;260;ключ в квартире №7;37.790938 48.057219;
Киевский;МОУ «Школа-интернат № 10   г. Донецка»;ул.Университет-;Иванченко И.Е. 311-10-15, 071-309-67-49;50;ключ у дежурного;37.588539 47.819904;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Миронова, 13;Фирсов М.Ю.;277;ключ в квартире №10, №11, №22;37.776933 48.045776;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Университет-;Шарапова З.Д.;20;ключ в квартире №9;37.588539 47.819904;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Артема, 286;участок №6 ул. Куйбышева, 240 Мосницкий Анатолий Трифонович м.т. 071 332 85 41 т. 312-40-82;50;ключ в квартире №1;37.747352 48.042161;
Киевский;МОУ «Школа № 57 г. Донецка»;ул. Яснополянская, 5;АпонасенкоЕ.П. 258-02-58, 071-419-28-41;70;ключ у дежурного;37.585413 47.175031;
Киевский; «СЕЗ Киевского района   г. Донецка»;пр-т  Киевский, 40;Жураковская Е.Г.;23;свободный доступ;37.777562 48.050323;
Киевский;"ООО ""АРК-96""";ул. Р.Люксембург, 103 а;Фирсова Н.Л.;80;ключ в квартире №85;37.787327 48.024008;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Тренева, 2;Шарапова З.Д.;60;свободный доступ;37.783967 48.033112;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Кутузова, 13;Ткаченко И.И.;20;ключ в квартире №9, №10;37.807818 48.035354;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Буслаева, 35;Крятова Е.В.;113;ключ в квартире №56;37.780149 48.06123;
Киевский; «СЕЗ Киевского района   г. Донецка»;пр-т  Партизанский, 84;Крятова Е.В.;80;ключ в квартире №32, №50, №51;37.778488 48.058707;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Павла Поповича, 15;Ткаченко И.И.;20;ключ в квартире №5;37.796804 48.043234;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Миронова, 3;Фирсов М.Ю.;189;свободный доступ;37.777356 48.0438;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Лавренева, 21;Ткаченко И.И.;26;ключ в квартире №1;37.795681 48.041511;
Киевский;"ЖЭК-1 ООО ДПЦ ""Магистр""";пр. Киевский, 5 г;Филиндаш С.Н.;104;ключ в квартире №29, №65, №116;37.78271 48.041679;
Киевский;ГПОУ «Донецкий техникум химических технологий и фармации»;ул. Щорса, 97;Кизиков С.Е. (062) 311-46-82;500;ключ у дежурного;37.783078 48.029316;
Киевский;ГОУ ВПО «Донецкий национальный университет экономики и торговли им. Туган-Барановского»;ул. Университетская, 99;Исаенко З.П. (062) 342-90-40;160;ключ у дежурного;37.784012 48.031937;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Артема, 163 б;Шарапова З.Д.;30;ключ в квартире №21;37.79013 48.030744;
Киевский;МОУ «Школа № 47 г. Донецка»;ул.Университетская, 103;Лобанов О. В. 258-01-13, 071-452-16-69;50;ключ у дежурного;37.782889 48.033787;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Левицкого, 19;Шарапова З.Д.;15;ключ в квартире №7;37.793822 48.029696;
Киевский;"ООО ""АРК-96""";ул. Артема, 193;Фирсова Н.Л.;67;ключ в квартире №5, №14;37.766765 48.037679;
Киевский; «СЕЗ Киевского района   г. Донецка»;пр-т  Киевский, 47;Фирсов М.Ю.;134;ключ в квартире №1;37.779062 48.049516;
Киевский;"ЖЭК-1 ООО ДПЦ ""Магистр""";ул. Брюсова, 2 а;Филиндаш С.Н.;126;ключ в квартире №41, №80;37.78739 48.040354;
Киевский;ГДКБ№1;ул.Челюскинцев, 263;Мацынина Н.И 071-308-37-03;185;ключ у зав. хозяйством;37.790588 48.033167;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Университетская, 86;Шарапова З.Д.;10;свободный доступ;37.792367 48.024472;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Листопрокатчиков, 2;Крятова Е.В.;85;ключ в квартире №3;37.786492 48.063036;
Киевский;"ЖЭК-1 ООО ДПЦ ""Магистр""";пр-т Киевский, 5 а;Филиндаш С.Н.;104;ключ в квартире №17, №117;37.781659 48.041324;
Киевский;ГОУ ВПО «Донецкий институт железнодорожного транспорта»;ул. Горная, 8;Дрыгин Н.Ф. (071) 311 55 87;120;ключ у дежурного;37.747109 48.040667;
Киевский;МУП АГД «Служба единого заказчика Киевского района города Донецка» по ул. Челюскинцев, 299 (АДС т. 258-02-68,м.т.  071-314-58-18 (19);ул. Куйбышева, 240;участок №6, по ул.Куйбышева, 240 Масницкий Анатолий Трифонович м.т. 071 332 85 41,т. 312-40-82;50;ключ в квартире;37.748888 48.035342;
Киевский;ГОО ВПО «Донецкий институт физической культуры и спорта»;ул. Байдукова, 80;Зинченков И.П. (071) 306-89-79;350;ключ у дежурного;37.808375 48.028575;
Киевский; «СЕЗ Киевского района   г. Донецка»;ул. Куйбышева, 264;Масницкий А.Т.;300;ключ в квартире №12;37.750352 48.039137;
Петровский;МДОУ «Ясли-сад № 369 города Донецка»;ул. Шуйского, 5а;Овдеенко Л.Г. 313-33-95;100;ключ у дежурного;37.588539 47.819904;
Петровский;"""УК Петровского района  г. Донецка""";ул. Шуйская, 4;Евдокимов В.В.;367;ключ в квартире №1;37.601609 47.94047;
Петровский;"""УК Петровского района  г. Донецка""";пл. Победы, 23;Тимченко М.М.;238;ключ в квартире №3;37.619432 47.945196;
Петровский;"""УК Петровского района  г. Донецка""";ул. Стаханова, 22;Евдокимов В.В.;580;ключ в квартире №4;37.5956 47.939384;
Петровский;"""УК Петровского района  г. Донецка""";ул. Петровского, 233;Тимченко М.М.;93;ключ в квартире №9;37.585449 47.942921;
Петровский;"""УК Петровского района  г. Донецка""";пл. Правды, 3;Тимченко М.М.;94;ключ в квартире №16;37.605652 47.96619;
Петровский;МОУ «Александровская школа Марьинского района»;пгт. Александровка, ул. Ленина, 171;Игнатович А.М. 071-353-62-53;210;ключ у дежурного;37.573483 47.922329;
Петровский;МДОУ «Ясли-сад № 345 города Донецка»;ул. Замойского,1;Иванова Е.П. 071-420-83-70;40;ключ у дежурного;37.590246 47.965007;
Петровский;"""УК Петровского района  г. Донецка""";пл. Петровского, 9;Тимченко М.М.;385;ключ в квартире №12, №31;37.617141 47.952288;
Петровский;"""УК Петровского района  г. Донецка""";пр-т  Журналистов, 94 а;Евдокимов В.В.;281;ключ в квартире №10;37.64198 47.929538;
Петровский;ЦГБ№14;ул.Петровского, 197;Шумейко Людмила Викторовна 071 311 46 81;150;свободный доступ;37.596103 47.943301;
Петровский;"""УК Петровского района  г. Донецка""";ул. Крамарчука, 3;Тимченко М.М.;170;ключ в квартире №4;37.622271 47.943724;
Петровский;"""УК Петровского района  г. Донецка""";ул. Рубинштейна, 9 а;Евдокимов В.В.;500;ключ в квартире №4;37.64816 47.933414;
Петровский;МОУ «Школа № 103 г. Донецка»;ул.Дунаевского,1;Савонова Н.А. 071-359-17-60;120;ключ у дежурного;37.562721 47.958955;
Петровский;"""УК Петровского района  г. Донецка""";ул. Удачная, 62;Тимченко М.М.;120;ключ в квартире №7;37.566512 47.953742;
Петровский;"""УК Петровского района  г. Донецка""";ул. Шуйская, 6;Евдокимов В.В.;367;ключ в квартире №2;37.602121 47.940012;
Петровский;"""УК Петровского района  г. Донецка""";пл. Победы, 31;Тимченко М.М.;399;ключ в квартире №1;37.616306 47.946204;
Петровский;"""УК Петровского района  г. Донецка""";ул. Новосадовая, 20;Тимченко М.М.;353;ключ в квартире №65;37.587524 47.948504;
Петровский;"""УК Петровского района  г. Донецка""";пл. Победы, 24а;Тимченко М.М.;378;ключ в квартире №16, №46;37.61998 47.944013;
Петровский;"""УК Петровского района  г. Донецка""";ул. Ревякина, 39;Евдокимов В.В.;639;ключ в квартире №5;37.664006 47.937839;
Петровский;"""УК Петровского района  г. Донецка""";ул. Ст. Щипачева, 35;Евдокимов В.В.;150;ключ в квартире №6;37.588539 47.819904;
Петровский;"""УК Петровского района  г. Донецка""";пл. Петровского, 8;Тимченко М.М.;380;ключ в квартире №7;37.617788 47.951799;
