Никитовский район;  ; ул. Артиллеристов, 42; ; ; ;37.956067 48.33352;
Никитовский район;  ; ул. Болотникова, 15; ; ; ;37.97273 48.338156;
Никитовский район;  ; ул. Шашурина, 15; ; ; ;37.968508 48.352713;
Никитовский район;  ; ул. Оленина, 6; ; ; ;38.033034 48.305708;
Никитовский район;  ; ул. Оленина, 14; ; ; ;38.02645 48.30759;
Никитовский район;  ; ул. Казарцева, 1; ; ; ;37.97476 48.319035;
Никитовский район;  ; ул. Шашурина, 7; ; ; ;37.969128 48.353648;
Никитовский район;  ; ул. Переяславская, 9; ; ; ;37.942736 48.337809;
Никитовский район;  ; ул. Черкасова, 9; ; ; ;37.939735 48.338072;
Никитовский район;  ; ул.Дятлова, 87; ; ; ;38.021985 48.353869;
Никитовский район;  ; ул. Болотникова, 17; ; ; ;37.97317 48.338018;
Никитовский район;  ; ул. Гардина, 10; ; ; ;38.002536 48.30608;
Никитовский район;  ; ул. Дивногорская, 2; ; ; ;37.971293 48.335281;
Никитовский район;  ; ул. 60 лет СССР, 49; ; ; ;37.976162 48.338348;
Никитовский район;  ; ул. Москаленко, 9; ; ; ;37.975641 48.315787;
Никитовский район;  ; ул. Жукова, 34; ; ; ;37.971518 48.315835;
Никитовский район;  ; пр. Ленина, 247; ; ; ;37.968409 48.314271;
Никитовский район;  ; ул. Москаленко, 19; ; ; ;37.974275 48.314385;
Никитовский район;  ; ул. Ртутная, 23; ; ; ;38.026485 48.350079;
Никитовский район;  ; ул. Шашурина, 17; ; ; ;37.967592 48.351791;
Никитовский район;  ; ул. Загородняя, 12; ; ; ;38.095898 48.402427;
Никитовский район;  ; ул. Комарова, 32; ; ; ;37.970062 48.350552;
Никитовский район;  ; ул. Дубинина, 3; ; ; ;37.971203 48.33579;
Никитовский район;  ; ул. Гардина, 9; ; ; ;38.002536 48.30608;
Никитовский район;  ; пр. Ленина, 229; ; ; ;37.973135 48.315949;
Никитовский район;  ; ул. Комарова, 14; ; ; ;37.973341 48.351803;
Никитовский район;  ; ул. Черкасова, 7; ; ; ;37.940292 48.338557;
Никитовский район;  ; ул. Школьная, 2; ; ; ;37.914016 48.397211;
Никитовский район;  ; ул. Королева, 108; ; ; ;38.028318 48.360323;
Никитовский район;  ; ул. Шашурина, 9; ; ; ;37.969559 48.352713;
Никитовский район;  ; ул. Стожка, 142; ; ; ;37.941927 48.339881;
Никитовский район;  ; ул. Больничная, 23; ; ; ;38.099941 48.401428;
Никитовский район;  ; ул. Артиллеристов, 50; ; ; ;37.953506 48.33446;
Никитовский район;  ; ул. Жукова, 2; ; ; ;37.967053 48.319574;
Никитовский район;  ; ул. Шашурина, 5; ; ; ;37.970377 48.353234;
Никитовский район;  ; ул. Переяславская, 10; ; ; ;37.941747 48.337581;
Никитовский район;  ; ул. Казарцева, 13; ; ; ;37.975883 48.316626;
Никитовский район;  ; ул. 60 лет СССР, 45; ; ; ;37.977464 48.337455;
Никитовский район;  ; ул. Стожка, 63; ; ; ;37.961465 48.332717;
Никитовский район;  ; ул. Шашурина, 33; ; ; ;37.965643 48.34957;
Никитовский район;  ; ул. Больничная, 21; ; ; ;38.099024 48.401972;
Никитовский район;  ; ул. 60 лет СССР, 63; ; ; ;37.97397 48.340456;
Никитовский район;  ; ул. Больничная, 12; ; ; ;38.097057 48.400549;
Никитовский район;  ; ул. Игнатченко, 3; ; ; ;37.995934 48.356803;
Никитовский район;  ; ул. Черняховского, 73; ; ; ;38.005995 48.358503;
Никитовский район;  ; ул. Горнопромышленная, 113; ; ; ;38.000246 48.368273;
Никитовский район;  ; ул. Дубинина, 2; ; ; ;37.970485 48.336892;
Никитовский район;  ; ул. Черняховского, 82; ; ; ;38.008205 48.356677;
Никитовский район;  ; пр. Ленина, 237; ; ; ;37.970395 48.315098;
Никитовский район;  ; ул. Артиллеристов, 48; ; ; ;37.954773 48.333987;
Никитовский район;  ; ул. Фадеева, 170; ; ; ;38.022021 48.363077;
Никитовский район;  ; ул. Мусоргского, 18; ; ; ;37.965768 48.339509;
Никитовский район;  ; ул. Светлая, 65; ; ; ;37.963954 48.333867;
Никитовский район;  ; ул. Горнопромышленная, 115; ; ; ;37.999617 48.368278;
Никитовский район;  ; ул. Полевая, 30; ; ; ;37.960612 48.336365;
Никитовский район;  ; ул. Светлая, 79; ; ; ;37.959642 48.335521;
Никитовский район;  ; ул. Шашурина, 25; ; ; ;37.966748 48.350971;
Никитовский район;  ; ул. Дивногоская, 8; ; ; ;37.969173 48.33591;
Никитовский район;  ; ул. Комарова, 2; ; ; ;37.973826 48.35336;
Никитовский район;  ; пр. Ленина, 235; ; ; ;37.971401 48.313852;
Никитовский район;  ; ул. Оленина, 4; ; ; ;37.973817 48.319137;
Никитовский район;  ; ул. Стожка, 139; ; ; ;37.937804 48.340174;
Никитовский район;  ; ул. Жукова, 30; ; ; ;37.969963 48.315536;
Никитовский район;  ; ул. 60 лет СССР, 59; ; ; ;37.973494 48.339809;
Никитовский район;  ; ул. Комарова, 6; ; ; ;37.97326 48.352713;
Никитовский район;  ; ул. Молокова, 9; ; ; ;37.987202 48.340258;
Никитовский район;  ; ул. Жукова, 12; ; ; ;37.967592 48.317058;
Никитовский район;  ; ул. 60 лет СССР, 41; ; ; ;37.977932 48.338216;
Никитовский район;  ; ул. Стожка, 113; ; ; ;37.946023 48.338174;
Никитовский район;  ; ул. Комарова, 4; ; ; ;37.973521 48.353043;
Никитовский район;  ; ул. Артиллеристов, 54; ; ; ;37.952357 48.334916;
Никитовский район;  ; ул. Жукова, 28; ; ; ;37.969326 48.316111;
Никитовский район;  ; ул. Шашурина, 11 а; ; ; ;37.970188 48.352234;
Никитовский район;  ; ул. Дубинина, 6; ; ; ;37.971634 48.337281;
Никитовский район;  ; ул. Одесская, 1; ; ; ;37.992008 48.358725;
Никитовский район;  ; ул. Дубинина, 9; ; ; ;37.969577 48.336485;
Никитовский район;  ; ул. Оленина, 10; ; ; ;38.028695 48.307033;
Никитовский район;  ; ул. Жукова, 18; ; ; ;37.969847 48.317645;
Никитовский район;  ; ул. Черкасова, 13; ; ; ;37.939735 48.338072;
Никитовский район;  ; ул. Черкасова, 34; ; ; ;37.938666 48.336509;
Никитовский район;  ; ул. Новаторов, 11; ; ; ;37.998135 48.36358;
Никитовский район;  ; ул. Комарова, 38; ; ; ;37.97176 48.351223;
Никитовский район;  ; ул. Жукова, 36; ; ; ;37.96796 48.314787;
Никитовский район;  ; ул. Промышленная, 12; ; ; ;38.039394 48.348528;
Никитовский район;  ; пр. Ленина, 239; ; ; ;37.970287 48.314271;
Никитовский район;  ; ул. Комарова, 22; ; ; ;37.971374 48.352803;
Никитовский район;  ; ул. Архипова, 15; ; ; ;38.096913 48.398718;
Никитовский район;  ; ул. Новаторов, 1; ; ; ;37.99553 48.362412;
Никитовский район;  ; ул. Казарцева, 5; ; ; ;37.974213 48.317914;
Никитовский район;  ; ул. Жукова, 32; ; ; ;37.968041 48.315392;
Никитовский район;  ; ул. Стожка, 69; ; ; ;37.954665 48.335335;
Никитовский район;  ; ул. Игнатченко, 5; ; ; ;37.994775 48.357204;
Никитовский район;  ; ул. Фадеева, 51; ; ; ;38.033645 48.355587;
Никитовский район;  ; ул. Шашурина, 13; ; ; ;37.969047 48.352085;
Никитовский район;  ; ул. Шашурина, 11 б; ; ; ;37.970188 48.352234;
Никитовский район;  ; ул. Москаленко, 11; ; ; ;37.974509 48.315967;
Никитовский район;  ; ул. Ярошенко, 47; ; ; ;37.942574 48.341558;
Никитовский район;  ; ул. Ртутная, 17; ; ; ;38.028507 48.350253;
Никитовский район;  ; ул. Болотникова, 21 а; ; ; ;37.974383 48.338569;
Никитовский район;  ; ул. Стожка, 115; ; ; ;37.945368 48.338306;
Никитовский район;  ; ул. Вознесенского, 24; ; ; ;38.00312 48.359144;
Никитовский район;  ; ул. Ртутная, 13; ; ; ;38.029594 48.35036;
Никитовский район;  ; ул. Черкасова, 1; ; ; ;37.940553 48.338911;
Никитовский район;  ; ул. Стожка, 53; ; ; ;37.961465 48.332717;
Никитовский район;  ; ул. 60 лет СССР, 41; ; ; ;37.977932 48.338216;
Никитовский район;  ; ул. Жарова, 2; ; ; ;38.029477 48.352815;
Никитовский район;  ; ул. Жукова, 4; ; ; ;37.969514 48.318298;
Никитовский район;  ; ул. Стожка, 65; ; ; ;37.961465 48.332717;
Никитовский район;  ; ул. Ртутная, 21; ; ; ;38.027015 48.350133;
Никитовский район;  ; ул. Советской армии, 10; ; ; ;38.002536 48.30608;
Никитовский район;  ; ул. Стожка, 144; ; ; ;37.940939 48.340072;
Никитовский район;  ; ул. Ярошенко, 49; ; ; ;37.941487 48.341576;
Никитовский район;  ; ул. Старобельская, 5; ; ; ;38.004773 48.357294;
Никитовский район;  ; ул. 60 лет СССР, 61; ; ; ;37.974329 48.340072;
Никитовский район;  ; ул. 60 лет СССР, 55; ; ; ;37.974527 48.33927;
Никитовский район;  ; ул. Москаленко, 21; ; ; ;37.973826 48.31393;
Никитовский район;  ; ул. Оленина, 22; ; ; ;38.023054 48.307506;
Никитовский район;  ; ул. Жукова, 10; ; ; ;37.967349 48.317974;
Никитовский район;  ; ул. Никитовское шоссе, 7; ; ; ;38.083987 48.397253;
Никитовский район;  ; ул. 60 лет СССР, 47; ; ; ;37.976889 48.337563;
Никитовский район;  ; ул. Черкасова, 24; ; ; ;37.937193 48.335233;
Никитовский район;  ; ул. Комарова, 20; ; ; ;37.971356 48.351797;
Никитовский район;  ; ул. Болотникова, 1; ; ; ;37.972353 48.340492;
Никитовский район;  ; ул. Жукова, 22; ; ; ;37.970817 48.316596;
Никитовский район;  ; ул. Черкасова, 10; ; ; ;37.937193 48.335233;
Никитовский район;  ; ул. Комсомольская, 1; ; ; ;38.025614 48.30747;
Никитовский район;  ; ул. Загородняя, 4; ; ; ;38.096033 48.400285;
Никитовский район;  ; ул. Москаленко, 17; ; ; ;37.973467 48.314739;
Никитовский район;  ; ул. Туполева, 12; ; ; ;38.041586 48.358689;
Никитовский район;  ; ул. Казарцева, 9; ; ; ;37.974257 48.316692;
Никитовский район;  ; ул. Дубинина, 7; ; ; ;37.970368 48.336173;
Никитовский район;  ; ул. Жукова, 26; ; ; ;37.968634 48.316249;
Никитовский район;  ; ул. Дарвина, 1; ; ; ;37.994236 48.357443;
Никитовский район;  ; ул. Болотникова, 19; ; ; ;37.973691 48.337814;
Никитовский район;  ; ул. Докучаева, 11; ; ; ;38.005168 48.362921;
Никитовский район;  ; ул. Стожка, 131; ; ; ;37.940714 48.339318;
Никитовский район;  ; ул. Черкасская, 3; ; ; ;37.995242 48.356042;
Никитовский район;  ; ул. Шашурина, 3; ; ; ;37.970107 48.353935;
Никитовский район;  ; ул. Светлая, 73; ; ; ;37.961277 48.334838;
Никитовский район;  ; ул. Старобельская, 6; ; ; ;38.005061 48.359006;
Никитовский район;  ; ул. Комарова, 30; ; ; ;37.970502 48.350803;
Никитовский район;  ; ул. Ртутная, 25; ; ; ;38.025946 48.350031;
Никитовский район;  ; ул. Школьная, 4; ; ; ;37.914016 48.397211;
Никитовский район;  ; ул. Гардина, 7; ; ; ;38.002536 48.30608;
Никитовский район;  ; ул. Болотникова, 5; ; ; ;37.972155 48.339485;
Никитовский район;  ; ул. Болотникова, 3; ; ; ;37.972658 48.339707;
Никитовский район;  ; ул. Оленина, 18; ; ; ;38.024051 48.30756;
Никитовский район;  ; ул. Мушкетовская, 13; ; ; ;38.093518 48.403677;
Никитовский район;  ; ул. Шашурина, 29; ; ; ;37.966712 48.350061;
Никитовский район;  ; ул. Комарова, 70; ; ; ;37.972488 48.353659;
Никитовский район;  ; ул. Казарцева, 7; ; ; ;37.975012 48.317351;
Никитовский район;  ; ул. Нансена, 4; ; ; ;37.959283 48.335263;
Никитовский район;  ; ул. Казарцева, 11; ; ; ;37.974257 48.316692;
Никитовский район;  ; ул. Артиллеристов, 82; ; ; ;37.940553 48.337779;
Никитовский район;  ; ул. Светлая, 67; ; ; ;37.963244 48.334083;
Никитовский район;  ; ул. Шашурина, 19; ; ; ;37.968688 48.351744;
Никитовский район;  ; ул. Оленина, 24; ; ; ;38.023054 48.307506;
Никитовский район;  ; ул. Шашурина, 31; ; ; ;37.966855 48.349474;
Никитовский район;  ; ул. Ярошенко, 45; ; ; ;37.943526 48.34133;
Никитовский район;  ; ул. Оленина, 12; ; ; ;38.02768 48.307236;
Никитовский район;  ; ул. Загородняя, 8; ; ; ;38.095898 48.402427;
Никитовский район;  ; ул. 60 лет СССР, 16; ; ; ;37.97883 48.339677;
Никитовский район;  ; ул. Новаторов, 13; ; ; ;37.998135 48.36358;
Никитовский район;  ; ул. Седова, 37; ; ; ;38.005393 48.360239;
Никитовский район;  ; ул. Шашурина, 35; ; ; ;37.965643 48.34957;
Никитовский район;  ; ул. 60 лет СССР, 22; ; ; ;37.976279 48.3403;
Никитовский район;  ; ул. Седова, 56; ; ; ;38.005043 48.360018;
Никитовский район;  ; ул. Комарова, 28; ; ; ;37.969631 48.351049;
Никитовский район;  ; ул. Черкасова, 5; ; ; ;37.940553 48.338911;
Никитовский район;  ; ул. Черняховского, 51; ; ; ;38.001333 48.361562;
Никитовский район;  ; ул. Черкасова, 17; ; ; ;37.939735 48.338072;
Никитовский район;  ; ул. Болотникова, 31; ; ; ;37.96849 48.336647;
Никитовский район;  ; ул. Шашурина, 27; ; ; ;37.965777 48.350223;
Никитовский район;  ; ул. Стожка, 67; ; ; ;37.954818 48.334934;
Никитовский район;  ; пр. Ленина, 233; ; ; ;37.971185 48.314205;
Никитовский район;  ; ул. Жукова, 14; ; ; ;37.968248 48.317783;
Никитовский район;  ; ул. Фруктовая, 13; ; ; ;38.023296 48.355055;
Никитовский район;  ; ул. Ртутная, 15; ; ; ;38.029064 48.3503;
Никитовский район;  ; ул. Нансена, 2; ; ; ;37.959283 48.335263;
Калининский район;  ; ул. Перспективная, 4; ; ; ;38.074743 48.291167;
Калининский район;  ; ул. Рогозина, 13; ; ; ;38.058492 48.331837;
Калининский район;  ; ул. Рихарда Зорге, 12; ; ; ;38.119452 48.328488;
Калининский район;  ; ул. Горняцкая, 16; ; ; ;38.072291 48.318148;
Калининский район;  ; ул. Волкова, 13; ; ; ;38.06788 48.337431;
Калининский район;  ; ул. Вильямса, 15; ; ; ;38.136331 48.325002;
Калининский район;  ; ул. Возняка, 6; ; ; ;38.11541 48.293559;
Калининский район;  ; ул. Гречнева, 18; ; ; ;38.068401 48.327494;
Калининский район;  ; ул. Омская, 22а; ; ; ;38.002536 48.30608;
Калининский район;  ; ул. Возняка, 4; ; ; ;38.11541 48.293559;
Калининский район;  ; ул. Кореневского, 2; ; ; ;38.131274 48.321042;
Калининский район;  ; ул. Детская, 4; ; ; ;38.127205 48.319442;
Калининский район;  ; ул. Гречнева, 2; ; ; ;38.065032 48.329932;
Калининский район;  ; ул. Горняцкая, 29; ; ; ;38.071788 48.320928;
Калининский район;  ; ул. Возняка, 5; ; ; ;38.11629 48.29236;
Калининский район;  ; ул. Щербакова, 10; ; ; ;38.129118 48.295177;
Калининский район;  ; ул. НемировичаДанченко, 8; ; ; ;38.136547 48.319239;
Калининский район;  ; ул. Медицинская, 22; ; ; ;38.132181 48.322444;
Калининский район;  ; ул. Немировича Данченко, 7; ; ; ;38.136062 48.31973;
Калининский район;  ; ул. Горловскойдивизии, 34; ; ; ;38.079163 48.296904;
Калининский район;  ; ул. Политехническая, 39 (корпус гинекологии); ; ; ;38.089916 48.294812;
Калининский район;  ; ул. Медицинская, 15; ; ; ;38.132029 48.323259;
Калининский район;  ; ул. Рогозина, 3; ; ; ;38.056633 48.333149;
Калининский район;  ; ул. Медицинская, 15; ; ; ;38.132029 48.323259;
Калининский район;  ; ул. Горловской дивизии, 30; ; ; ;38.076378 48.297101;
Калининский район;  ; ул. Мещерякова, 29; ; ; ;38.101405 48.269257;
Калининский район;  ; ул. Корчагина, 44; ; ; ;38.149582 48.324457;
Калининский район;  ; ул. Битумная, 6; ; ; ;38.194695 48.298492;
Калининский район;  ; ул. Горловской дивизии, 97; ; ; ;38.119272 48.294416;
Калининский район;  ; ул. Богуна, 59; ; ; ;38.068607 48.3357;
Калининский район;  ; ул. Пересыпкина, 14; ; ; ;38.054279 48.33095;
Калининский район;  ; ул. Горняцкая, 26; ; ; ;38.071788 48.320928;
Калининский район;  ; ул. Хасановская, 10; ; ; ;38.117431 48.2904;
Калининский район;  ; ул. Соколовского, 15; ; ; ;38.137706 48.325547;
Калининский район;  ; ул. Мазиковых, 25; ; ; ;38.060514 48.335766;
Калининский район;  ; ул. Шахтерская, 14; ; ; ;38.101144 48.270157;
Калининский район;  ; ул. 40 лет Украины, 70; ; ; ;38.148593 48.32354;
Калининский район;  ; ул.40 лет Украины, 66; ; ; ;38.148593 48.32354;
Калининский район;  ; ул. Малыныча, 44; ; ; ;38.061825 48.328249;
Калининский район;  ; ул. Столяревского, 20; ; ; ;38.002536 48.30608;
Калининский район;  ; ул. Тюренкова, 33; ; ; ;38.11611 48.326242;
Калининский район;  ; ул. Волкова, 11; ; ; ;38.066631 48.337964;
Калининский район;  ; ул. Шепелева, 6; ; ; ;38.055456 48.336431;
Калининский район;  ; ул. Мещерякова, 40; ; ; ;38.101261 48.268802;
Калининский район;  ; ул. Медицинская, 40; ; ; ;38.13467 48.325583;
Калининский район;  ; ул. Медицинская, 5; ; ; ;38.129738 48.31843;
Калининский район;  ; ул. Федоренко, 7; ; ; ;38.072892 48.292222;
Калининский район;  ; ул. Акимова, 10; ; ; ;38.191668 48.29827;
Калининский район;  ; ул. Горловской дивизии, 115; ; ; ;38.129091 48.285855;
Калининский район;  ; ул. Детская, 7; ; ; ;38.126621 48.320772;
Калининский район;  ; ул. Рогозина, 6; ; ; ;38.055528 48.330621;
Калининский район;  ; ул. Мазиковых, 36; ; ; ;38.057522 48.334077;
Калининский район;  ; ул. Достоевского, 11; ; ; ;38.099878 48.269671;
Калининский район;  ; ул. Умова, 49; ; ; ;38.076683 48.29179;
Калининский район;  ; ул. Гречнева, 20; ; ; ;38.069659 48.326751;
Калининский район;  ; ул. Старицкого, 12; ; ; ;38.134777 48.319586;
Калининский район;  ; ул. Щербакова, 12; ; ; ;38.130034 48.295657;
Калининский район;  ; ул. Черникова, 30; ; ; ;38.127887 48.320485;
Калининский район;  ; ул. Щукина, 6; ; ; ;38.109517 48.288217;
Калининский район;  ; ул. Валуйская, 12; ; ; ;38.190482 48.297491;
Калининский район;  ; ул. Бессонова, 33; ; ; ;38.059283 48.328884;
Калининский район;  ; ул. Медицинская, 17; ; ; ;38.133044 48.324547;
Калининский район;  ; ул. Вильямса, 15 а; ; ; ;38.13608 48.324702;
Калининский район;  ; ул. Щукина, 12; ; ; ;38.106615 48.289267;
Калининский район;  ; ул. Перспективная, 1; ; ; ;38.07521 48.291407;
Калининский район;  ; ул. Горловской дивизии, 10 заводоуправление; ; ; ;38.065544 48.299793;
Калининский район;  ; ул. Щербакова, 14; ; ; ;38.131454 48.295795;
Калининский район;  ; ул. Мазиковых, 30; ; ; ;38.059247 48.335473;
Калининский район;  ; ул. Севанская, 25; ; ; ;38.116928 48.285933;
Калининский район;  ; ул. Медицинская, 36 а; ; ; ;38.134625 48.32481;
Калининский район;  ; ул. Щукина, 18; ; ; ;38.105879 48.289291;
Калининский район;  ; ул. Политехническая, 34 корпус поликлиники № 2; ; ; ;38.087086 48.289141;
Калининский район;  ; ул. Медицинская, 20; ; ; ;38.131894 48.322066;
Калининский район;  ; ул. Щукина, 20; ; ; ;38.105582 48.288781;
Калининский район;  ; ул. Немировича Данченко, 5; ; ; ;38.136062 48.31973;
Калининский район;  ; ул. Горловской дивизии, 14; ; ; ;38.065544 48.299793;
Калининский район;  ; ул. Магистральная, 1; ; ; ;38.061969 48.326044;
Калининский район;  ; ул. Магистральная, 15; ; ; ;38.068922 48.325325;
Калининский район;  ; ул. Федоренко, 11; ; ; ;38.071832 48.292126;
Калининский район;  ; ул. Горняцкая, 27; ; ; ;38.081633 48.295051;
Калининский район;  ; ул. Возняка, 3; ; ; ;38.116317 48.293007;
Калининский район;  ; ул. Шахтерская, 12; ; ; ;38.099878 48.270757;
Калининский район;  ; ул. Буренина, 24; ; ; ;38.066344 48.29046;
Калининский район;  ; ул. Брускина, 10; ; ; ;38.115302 48.290208;
Калининский район;  ; ул. Медицинская, 3; ; ; ;38.129765 48.317118;
Калининский район;  ; ул. Пересыпкина, 16; ; ; ;38.053884 48.332879;
Калининский район;  ; ул. Черникова, 36; ; ; ;38.129684 48.320071;
Калининский район;  ; ул. Шахтерская, 2 а; ; ; ;38.093599 48.272226;
Калининский район;  ; ул. Ливанова, 7; ; ; ;38.132262 48.29462;
Калининский район;  ; ул. Гречнева, 14; ; ; ;38.068212 48.328099;
Калининский район;  ; ул. Бессонова, 37; ; ; ;38.058573 48.327506;
Калининский район;  ; ул. 40 лет Украины, 44; ; ; ;38.144228 48.320676;
Калининский район;  ; ул. Немировича Данченко, 1; ; ; ;38.135352 48.318837;
Калининский район;  ; ул. Ярославского, 1; ; ; ;38.08299 48.293882;
Калининский район;  ; ул. Возняка, 12; ; ; ;38.116092 48.29031;
Калининский район;  ; ул. Шапошникова, 3; ; ; ;38.134041 48.324181;
Калининский район;  ; ул. Павленко, 11; ; ; ;38.072731 48.291545;
Калининский район;  ; ул. Мещерякова, 23; ; ; ;38.098629 48.269893;
Калининский район;  ; ул. Рогозина, 11; ; ; ;38.059112 48.332112;
Калининский район;  ; ул. Столяревского, 28; ; ; ;38.002536 48.30608;
Калининский район;  ; ул. Вильямса, 6; ; ; ;38.133556 48.320634;
Калининский район;  ; ул. Педагогическая, 7; ; ; ;38.0988 48.283139;
Калининский район;  ; ул. Старицкого, 14; ; ; ;38.135128 48.320035;
Калининский район;  ; ул. Корчагина, 44а; ; ; ;38.149061 48.323882;
Калининский район;  ; ул. Бессонова, 27; ; ; ;38.06046 48.330052;
Калининский район;  ; ул. Щербакова, 16; ; ; ;38.132855 48.295969;
Калининский район;  ; ул. Малыныча, 48; ; ; ;38.059597 48.327404;
Калининский район;  ; ул. Вильямса, 4; ; ; ;38.133142 48.320155;
Калининский район;  ; ул. Санаторная, 9; ; ; ;38.186592 48.299169;
Калининский район;  ; ул. Аксакова, 3; ; ; ;38.097982 48.270913;
Калининский район;  ; ул. Малыныча, 34; ; ; ;38.065086 48.332202;
Калининский район;  ; ул. Рогозина, 2; ; ; ;38.055815 48.332364;
Калининский район;  ; ул. Курина, 23; ; ; ;38.09951 48.267938;
Калининский район;  ; ул. Мазиковых, 32; ; ; ;38.059247 48.335473;
Калининский район;  ; ул. Федоренко, 10; ; ; ;38.070934 48.292414;
Калининский район;  ; ул. Шахтерская, 10; ; ; ;38.099878 48.270757;
Калининский район;  ; ул. Горловской дивизии, 32; ; ; ;38.077869 48.296928;
Калининский район;  ; ул. Щукина, 4; ; ; ;38.109517 48.288217;
Калининский район;  ; ул. Мазиковых, 7; ; ; ;38.061394 48.338407;
Калининский район;  ; ул. Немировича Данченко, 3; ; ; ;38.135712 48.319292;
Калининский район;  ; ул. Старицкого, 4; ; ; ;38.132819 48.317129;
Калининский район;  ; ул. Старицкого, 13; ; ; ;38.134095 48.319844;
Калининский район;  ; ул. Мазиковых, 33; ; ; ;38.058088 48.333227;
Калининский район;  ; ул. Черникова, 44; ; ; ;38.131741 48.319352;
Калининский район;  ; ул. Швыдкого, 24; ; ; ;38.05533 48.346462;
Калининский район;  ; ул. 30 лет ВЛКСМ, 5; ; ; ;38.083313 48.29221;
Калининский район;  ; ул. Горловской дивизии, 48; ; ; ;38.083987 48.296376;
Калининский район;  ; ул. Столяревского, 22; ; ; ;38.002536 48.30608;
Калининский район;  ; ул. Горловской дивизии, 83; ; ; ;38.08413 48.296838;
Калининский район;  ; ул. Ногина, 30; ; ; ;38.102986 48.270691;
Калининский район;  ; ул. Бессонова, 17; ; ; ;38.06302 48.332304;
Калининский район;  ; ул. Столяревского, 32; ; ; ;38.002536 48.30608;
Калининский район;  ; ул. Красносельская, 6; ; ; ;38.117224 48.32505;
Калининский район;  ; ул. Горловской дивизии, 46; ; ; ;38.083421 48.296382;
Калининский район;  ; ул. Бессонова, 23; ; ; ;38.061529 48.330819;
Калининский район;  ; ул. Мещерякова, 34; ; ; ;38.098926 48.269401;
Калининский район;  ; ул. Битумная, 8; ; ; ;38.193896 48.299169;
Калининский район;  ; ул. Богуна, 63; ; ; ;38.067736 48.335239;
Калининский район;  ; ул. Майкопская, 43; ; ; ;38.207819 48.308069;
Калининский район;  ; ул. Магистральная, 1; ; ; ;38.061969 48.326044;
Калининский район;  ; ул. Федоренко, 12; ; ; ;38.070934 48.292414;
Калининский район;  ; ул. Малыныча, 45; ; ; ;38.06328 48.327686;
Калининский район;  ; ул. Волкова, 15; ; ; ;38.069093 48.336892;
Калининский район;  ; ул. Малыныча, 24 а; ; ; ;38.06496 48.334335;
Калининский район;  ; ул. Старицкого, 10; ; ; ;38.13458 48.31928;
Калининский район;  ; ул. Черникова, 28; ; ; ;38.127357 48.320682;
